,press,title,date,emotion
224,동아일보,상속절차 마무리 삼성家… 주식부자 1~4위 휩쓸어,20210504,2
293,매일경제,`제주항공 살리기` 국책은행도 나선다,20201031,2
641,동아일보,"美국무부, 남북경협 구상에 “제재 이행해야”",20200110,2
266,동아일보,한미일 성명에 ‘대북 대화’ 언급 없어… 中은 ‘한국이 나서라’ 압박,20210405,0
390,경향신문,불법투약 환자 숨지자 유기한 의사…법원 “면허 재발급해줘야”,20220531,0
8,한겨레신문, 임금피크제로 청년 채용 늘어난다?…거짓말이었다,20220601,0
27,경향신문,서울시 공무원 시험 6월로 또다시 연기,20200401,0
347,경향신문,"국내 코로나 신규 확진자 감소세 속…정체 후, 다시 증가?",20220524,0
42,한겨레신문,미술관들 2020 화두…‘여성 아티스트’ 비추다,20200203,2
77,동아일보,“SSG-한화 가을야구 진출할 가능성… 우승은 전력이탈 적은 LG-NC 유리”,20210401,2
156,한국경제,산유국 증산 유지 결정에도 유가 상승,20220106,0
182,한겨레신문,문 대통령 “마음의 빚” 조국 감싸고 “선택적 수사” 검찰엔 불편한 속내,20200115,2
7,매일경제,의대생 집단 보이콧에…결국 시험 연기한 정부,20200901,2
48,동아일보,‘기하학적 추상화 선구자’ 이준 화백 별세,20210802,0
278,동아일보,"위기의 지방대, 신입생 확보 ‘생존게임’",20210505,0
79,한겨레신문,“바이러스 탓 ‘산악인 돕기’ 공연 취소됐지만 후원 늘었어요”,20200204,2
60,한국경제,최용덕 제2대 공군참모총장 '6월 6·25전쟁영웅',20220601,2
12,동아일보,윤석열 “진행중 수사도 檢책무 완수 과정”,20200101,2
221,동아일보,"세계 최고 수준 상속세, 기업 활력 위해 재검토할 때다",20210504,2
158,경향신문,원주에 자율형 공립특수학교 ‘봉대가온학교’ 23일 문 연다,20200306,2
501,경향신문,"윤 대통령, ‘박순애 음주운전’에 “그 자체만 따질 건 아니다”",20220611,0
201,경향신문,우리 농산물로 요리하고 시식…포니 타고 VR 해양체험 해보세요,20220604,2
170,동아일보,"바이든, 2조달러 인프라 투자 발표 “2차대전 이후 최대규모”",20210402,1
66,조선일보,"北도발 임박 정황… 한미, 동시에 발표",20220312,0
196,동아일보,12개의 예배당 잇는 순례길 걸으며 심신 달랜다,20220523,1
60,동아일보,"신세계, 역대 최대실적… 지난해 영업익 5173억",20220210,1
554,동아일보,"신임 중앙지검장-검찰국장, 盧정부때 文대통령과 함께 靑 근무",20200109,2
32,동아일보,"현대차, 아이오닉5-넥쏘 앞세워 日시장 재진출",20220209,1
83,매일경제, 아픈 부모님 모시는 트로트 가수,20220402,2
19,동아일보,백석산 전투 영웅 2인 70년 만의 귀환,20210601,1
47,동아일보,尹 ‘前 정권 수사’ 발언에 靑 “불쾌”… 파장은,20220210,0
192,조선일보,"""우리 아들 괜찮나…"" 코로나로 초등생들 긴급 귀가",20200617,0
34,경향신문,"다 이겨내고, 다 추월했다",20220412,1
139,동아일보,주목해야 할 파월의 팩터 ‘재정정책’,20210302,2
98,한겨레신문,"‘브로커’ 이지은 “칸은 말도 안되는 행운, ‘서른 살의 마법’인가요”",20220608,2
267,경향신문,"저탄소 실천모델 개발, 전 직원 동참",20200429,1
240,동아일보,식약처 직원 “옛날로 치면 中의 속국” 발언 물의,20210403,0
313,한국경제,"TBJ, 앤듀, NII…중저가 캐주얼 브랜드의 '눈물'",20220124,0
353,경향신문,"모피아 금융위원장·검사 출신 금감원장 ‘기대 반, 우려 반’",20220608,2
619,경향신문,펜타포트 락페스티벌 등 인천 축제 부활,20220614,1
60,동아일보,이창양 “원전 경쟁력 높여 수출 산업화”,20220510,1
92,한국경제,"제조업체 4곳 중 3곳 ""환경규제 부담 커""",20200720,0
227,경향신문,"버냉키 전 연준 의장의 일침 “연준 물가 대응, 이미 늦었다”",20220518,0
43,경향신문,누워서 춤추듯 피로도 우울도 흔들어 날려요,20200401,2
36,동아일보,"경기 치과주치의 사업 6월 시작, 초등학교 4, 5학년 무료 구강검진",20210601,2
490,경향신문, 윤석열 정부의 외교안보 라인과 직면한 도전들,20220610,2
129,경향신문,"WHO “중국, 제로 코로나 지속 불가능…전략 바꿔야” 쓴소리",20220512,0
85,조선일보,영암코리아인터내셔널서킷서 20~21일 시즌 첫 레이스,20200603,2
268,경향신문,"남양주 전 시민, 재난긴급지원금 1인당 현금 10만원씩",20200429,1
342,경향신문,중 “중국 고립 시도하다 자신만 고립될 것”,20220524,0
68,한겨레신문,"연대의 손길도 전염되길…광주시민사회, 중국에 마스크 긴급 전달",20200204,1
137,한국경제,"IPO 재도전 레몬헬스케어 ""올해 매출 3배가량 늘린다""",20220602,1
126,경향신문,인류의 삶을 물들여온 ‘색’에 대하여,20220430,2
168,매일경제, 최대 실적·통큰 배당 '겹호재'…SK하이닉스 주가 얼마까지 갈까,20220211,1
15,매일경제,재난지원금 파티 끝났다…소비 6% 뚝,20200901,0
102,조선일보,"""놈, 골수, 저능한"" 악녀로 돌변한 김여정",20200605,0
64,동아일보,"기아, 英 진출 31년만에 월간 판매 1위",20220210,1
137,동아일보,베일 벗은 제네시스 첫 SUV… 한 덩치속 날렵한 인상,20200102,2
22,경향신문, 우리는 지지 않는다,20220409,1
183,한겨레신문,문 대통령 “윤석열의 역행” 인사 밀실협의 관행 작심비판,20200115,2
187,동아일보,상생의 공장' 활짝… 광주전남 경제가 웃는다,20210504,1
88,매일경제,방송협회 차기 회장에 김의철 KBS 사장,20220402,2
371,한국경제,"서울사랑상품권, 판매처 대폭 축소 '혼란'",20220125,0
170,한겨레신문,16·17·18대 김학송 전 의원 별세,20220614,0
249,조선일보,"韓銀 ""코로나 연말까지 계속땐, 기업 절반이 이자도 못 갚을 것""",20200625,0
87,동아일보,"“中 7월까지 코로나 쓰나미, 155만명 숨질 수도”",20220512,0
17,동아일보,첫 국수본부장 외부 공모… 임용까지 1개월이상 걸려,20210101,2
245,동아일보,"극단 선택 女부사관, 사망 한달前 軍상담관에 ‘죽음 암시’ 문자",20210603,0
5,동아일보,"수도권, 전파력 센 ‘델타 변이’ 비상등… 방역 완화 8시간前 연기",20210701,0
117,동아일보,"KT, 1200억 ESG 채권 발행… ICT 업계 최초",20210601,1
132,동아일보,카이스트 3만건 정보 유출 해킹… “北 해킹조직 ‘탈륨’ 소행 추정”,20210104,0
388,한국경제,법무부·금융위·원안위…작년 부처평가 최하위,20220126,0
31,매일경제,"""우리지역 빼달라""…도심복합사업 76곳중 41곳 철회 움직임",20220203,2
154,경향신문,청보리밭 사잇길로 ‘봄이 오는 소리’ ,20200306,2
171,한겨레신문,"기생충, 세계영화사의 선을 넘다",20200211,1
208,동아일보,"화웨이, 美 제재에도 작년 매출 3.8% 증가",20210402,1
178,매일경제,"日, 원전오염수 방출 27일 공식발표",20201017,0
243,매일경제,"CJ나눔재단, 멘티가 멘토로…'꿈키움 장학' 뜬다",20220421,1
216,동아일보,경북도 “인구감소 문제 해결할 중장기 정책 추진”,20210203,2
82,경향신문,대선 이어 지방선거 패배 책임론까지…미래 불투명,20220602,2
119,동아일보,내일부터 전국에 장맛비…최대 150㎜ 물폭탄 예고,20210702,2
397,매일경제,"택배노조-대리점연합회, 사흘만에 협상 중단",20220226,0
168,동아일보,“경제3법 일부라도 보완해 달라”는 간청마저 외면할 건가,20210104,0
226,한국경제,"잘나가는 인공호흡기…멕아이씨에스, 올들어 840%↑",20200729,1
36,동아일보,‘대한민국 애완곤충경진대회’ 29일부터 나흘간 세텍서 열려,20210701,2
193,한겨레신문,"일본, 코로나19 감염 첫 사망자 발생",20200214,0
52,한국경제,오미크론 확산에 하루 앞당겨 7일 폐막,20220103,0
0,조선일보,"돈도 사람도 떠난다, 홍콩 헥시트 공포",20200601,0
49,한국경제,"2년 만의 특수에 들썩…라스베이거스 상인들 ""생큐, CES""",20220103,1
134,경향신문," 지역 돌며 후보 만나는 윤 당선인, 선거중립은 생각 않나",20220430,0
42,경향신문,자영업자·일용직엔 부족한 ‘코로나19 대책’,20200302,0
187,동아일보,정부 “국내도 백신여권 도입 논의”,20210303,2
93,동아일보,회색 콘크리트 쇠파이프 비계… 삭막한 공간속 첼로가 흐른다,20210503,2
22,동아일보,1일부터 대형마트 포장용 테이프-끈 없애,20200101,2
147,동아일보,"野 “노형욱, 울산선거개입 기소 공무원 징계 안해”",20210504,2
163,경향신문,민통선 이북의 논이 줄어들면…멸종위기 두루미들이 슬퍼요,20200306,2
105,한국경제,서울 25개區 권력지형도 재편…12년 '민주당 천하' 끝났다,20220602,0
82,동아일보,“한강과 남산이 한눈에”… 동작구 용양봉저정 공원 개방,20210503,2
11,한국경제,오미크론發 인력난…각국서 '격리 단축' 요구,20220101,2
287,조선일보,"2030 분노 ""김두관 아들은 英유학·딸은 中유학, 이런게 금수저""",20200629,0
125,동아일보,웃음 되찾아주는 초록빛 農談… ‘제주형 치유농업’ 싹튼다,20220223,1
68,경향신문," 지방선거, 희망과 변화의 뿌리내림",20220601,1
130,동아일보,"“전기자전거 구매 비용 지원” 강동구, 주민 100명 추첨 선정",20210702,2
132,경향신문,차별에 맞서온 재일조선인들의 ‘우리학교’…KBS1 ‘다큐 인사이트’,20200305,2
238,동아일보,“LTV 등 규제완화땐 서울-지방 집값 양극화 심화”,20220524,0
215,동아일보,"장타력 떨어진 김재환, 스카우트 관심도 ‘뚝’",20200103,2
2,경향신문,거리 두기 ‘10명·밤 12시’ 유력…접종완료 입국자는 격리 면제,20220401,1
92,한겨레신문,"중-러, 이란 문제 놓고 안보리서 미국과 정면 충돌",20200108,0
264,동아일보,“자연스러운 형태 아니어서 곱슬머리용 수영모 안된다”,20210705,2
405,경향신문,걸으면서 힐링…이번 주말 부산원도심골목축제,20220609,1
16,동아일보,수감자 가족들 “확진 여부라도 알려달라” 발 동동,20201226,0
181,매일경제,"공장 멈춘 농심·오리온 ""재고로 버텨…봉쇄 장기화 대비""",20220406,0
138,동아일보,새 팀 이름 후보 ‘일렉트로스’ 상표권 출원,20210202,2
87,동아일보,보건노조-정부 협상 타결… 코로나 의료대란 피했다,20210902,1
10,경향신문,"동진 유세, 거점 집중, 뚜벅이…후보 4명 부동층 공략에 총력",20220601,2
139,동아일보,삼성 QLED TV ‘8K 인증’ 받아… 화질논쟁 일단락,20200102,2
225,동아일보,"LH 직원들 100억대 땅 투기 의혹, 빙산의 일각 아닌가",20210303,0
445,한국경제,AI 인프라 깔고 K콘텐츠 육성…KT도 27조 '투자 보따리' 풀었다,20220610,1
102,동아일보,"저출산에 한숨, 코로나에 눈물… 동네 소아과-유치원 “더는 못버텨”",20201110,0
22,조선일보,"세종 14일, 경기 40일, 경북 60일… 결석 처리 안하는 기간 제각각",20200601,0
84,한겨레신문, 한동훈 법무부의 카톡 해임…‘윤석열 소송’ 변호인 교체 논란,20220608,0
531,경향신문,한·미 국방장관 “북 핵실험 땐 미군 전략자산 한반도 전개”,20220613,1
73,매일경제,"이낙연, 노동법 개정 일축…""지금은 시기적으로 부적절""",20201007,2
281,조선일보,"왕성교회發 코로나, 서울 도심 고교 교사·호텔 직원까지 감염",20200627,0
215,경향신문,"‘계파 해체’ 이낙연, 7일 미국행…차기 대선 겨냥 ‘숨 고르기’",20220606,2
272,동아일보,"檢, ‘계열사 부당지원’ 박삼구 前회장 영장청구 방침",20210505,2
265,동아일보,"치과의사 부녀, 10년째 에티오피아 참전용사 위해 성금",20210603,1
125,동아일보,"“안전한 도시, 시민과 함께…” 지역 맞춤형 치안모델 만든다",20210702,1
97,동아일보,문화예술 소질 장애학생 대상 공립 예술학교 전국 첫 개교,20210302,2
89,동아일보,‘딸 KT 부정 채용’ 김성태 유죄 확정,20220218,0
41,조선일보,교직원 잇단 확진… 초중고 시간강사 확보 비상,20220302,0
395,한국경제,"배인수 대표 ""저평가된 하이일드펀드, 변동성 높은 지금 담아볼만""",20220609,1
57,동아일보,한국투자공사 外,20210101,2
191,매일경제,"증권사들 ""게임사 못믿겠다""…목표주가 줄줄이 하향 예고",20220214,0
0,조선일보,대선 8일 앞두고 방역패스 중단,20220301,2
548,경향신문,"‘잇단 폭발’ 여수산단, 땅속 배관 27㎞는 위치도 몰라",20220613,0
124,경향신문,하루 확진자 50명 이하로 떨어졌지만…정부 “낙관 경계”,20200407,0
46,동아일보,정책실장 빠진 靑참모진 교체로는 국정 一新못 한다,20210101,2
30,동아일보,마라톤동호회서 함께 식사… 광주 의사 등 17명 감염,20210101,0
156,매일경제,실적시즌 개막…호텔·레저·운수·IT株 주목,20220405,1
154,한국경제,美 대규모 퇴사 행렬 11월 453만명 '최다',20220106,0
263,동아일보,"윤호중 “법사위원장이 장물? 근거 가져오라”, 김기현 “관례상 야당 몫… 되찾기 투쟁할 것”",20210505,2
140,동아일보,"버티는 ‘피고인 중앙지검장’ 이성윤, 고검장 승진할듯",20210602,2
211,동아일보,"북한, 월드컵도 포기?",20210504,0
181,동아일보,韓美 모든 길 같이 가는 가치동맹… 국익·실용 뒷받침이 과제,20220523,2
52,동아일보,"봉사의 삶 살다가, 100여명에 ‘희망’ 주고 떠나다",20220210,1
382,동아일보,"유재수 감찰무마 의혹… 檢, 조국 3번째 조사",20200107,2
179,한국경제,"충남, 농식품 수출 전국 1위",20200825,2
110,동아일보,‘공무원-합격자수’ 1위라더니… 에듀윌 ‘기만광고’로 억대 과징금,20220221,0
118,동아일보,"노원구민 안심보험, 코로나 사망시에도 300만원",20210202,2
178,한국경제,경기 시흥 '한국형 NIBRT' 유치 추진,20200825,2
162,동아일보,신규 전세 30% 폭등에도 정부는 임대차법 부작용 ‘모르쇠’,20210804,0
74,동아일보,“AI-블록체인 기술 활용 ‘글로벌 부동산 투자회사’로 거듭날 것”,20210201,2
62,동아일보,"사회적기업 우수 상품, 11번가 'SOVAC 마켓'서 상시 판매",20210701,2
4,한겨레신문,국민의힘 “대통령과 원팀을“…경기·충청·제주 막판 화력,20220601,2
460,동아일보,한국당 “文대통령 현실 인식 심각한 고장”,20200108,0
162,동아일보,농수축산물 설 선물 매출 급증 지난달 1259억… 작년보다 56%↑,20210202,1
175,동아일보,8말9초에 몰린 아스트라-화이자 2차 접종… 일부 병원 하루 150명 넘게 예약 ‘과부하’,20210805,0
108,동아일보,"“택배노조, 대리점 뺏으려 점주 괴롭혀… 배송 거부로 영업 방해”",20210902,0
128,매일경제,경남인구 내년 부산 추월…도시 경쟁력 `희비`,20201012,0
251,한겨레신문,내일부터 전국 어린이집 휴원…국민안심병원 91곳 지정,20200227,0
225,한국경제,글로벌 '홈쿡·홈트' 뜨자…K푸드 수출 날개 달았다,20200729,1
168,동아일보,"“나만의 지식-생활기술, 세상과 공유하세요”",20210402,2
10,한겨레신문,휴대폰·가전에도 ‘구글세’…삼성 등 국내기업 유탄,20200201,0
260,한겨레신문,‘귀화 선수’ 라건아의 토로… “매일 인종차별 메시지 받아”,20200116,0
27,동아일보,“모르는 부동산서 웬 전화?” 연락처 파는 브로커 활개,20220209,0
554,경향신문,"EU, 내주 ‘우크라 후보국’ 여부 결정",20220613,1
302,매일경제,상온노출 백신 접종자 `407명→873명`,20200930,0
435,경향신문," 만취운전·중복게재·이해충돌 박순애, 교육 수장 자격 있나",20220609,0
226,동아일보,지원금 주려 10조 국채… 나랏빚 1000조 먹구름,20210303,0
112,매일경제,이틀째 두자릿수…거리두기 완화되나,20201010,1
177,한국경제,"이창용 ""인플레 진정된 이후 저물가·저성장 시대 올 수도""",20220603,0
182,한국경제,"7개월 만에 최고치 찍은 목재값, 올해 더 간다",20220111,0
297,한겨레신문,3분기 제조업체 경기전망지수 ‘뚝’…화장품만 빼고,20220629,0
129,조선일보,"아홉살 아이 온몸에 멍, 머리엔 피, 손엔 화상…",20200608,0
111,동아일보,丁총리 “화이자 2월 도입 가능성 높다”,20210104,2
73,한국경제, 경찰을 정치에서 놓아주자,20220601,2
199,경향신문,경기지사 선거 박빙 속 뜻밖 성적…‘강용석 딜레마’에 빠진 국민의힘,20220517,0
220,동아일보,즐겁고 편한 운전 원한다면 XT4… 안전과 친환경에 끌린다면 XC60,20210602,2
198,매일경제,"대신증권, 알고리즘이 최적 상품 선정…비용 싸 장기투자 적합",20220214,2
247,동아일보,제일기획 ‘세계 참치의 날’ 소비 장려 캠페인 外,20210504,2
266,동아일보,"메시 “A매치 징크스, 이번엔 끝낸다”",20210705,2
8,동아일보,오세훈 “용산을 亞 실리콘밸리로 만들 것”,20210201,2
20,한겨레신문," 의성군, 대구공항 유치 주민투표에 ‘600억대 포상’ 내걸어",20200101,2
385,경향신문,선관위 “김은혜 후보 재산 16억 축소 신고”,20220531,0
39,동아일보,인천직할시 ‘승격 40주년 기념식’ 1일 열려,20210701,2
47,매일경제,"IBK기업은행, 중견·중소기업 `온라인박람회` 개최…코로나 시대 언택트 채용 지원 앞장",20201005,2
192,한겨레신문,"미 재무부, 5개월만에 중국 ‘환율조작국’ 지정 철회",20200115,2
238,조선일보,"""찍고 나니 역사가 됐네요""… 6·25 사진전 여는 老兵",20200625,2
235,동아일보,"증시, 내달 3일 수능일 1시간 늦게 10시 개장",20201124,2
86,동아일보,"美 “푸틴, 장기전 준비… 패배 위험땐 핵 쓸 가능성”",20220512,0
246,동아일보,“혁신 아이템으로 골목상권에 활기를”,20210705,1
182,한국경제,"경제 위기 트라우마…日기업, 돈 벌어도 쌓기만",20220603,0
160,조선일보,北에 쌀 지원 추진하면서 '페트병 쌀'은 트집,20200611,0
266,매일경제,"한은, 코로나피해 소상공인에 8조 추가지원",20200924,1
116,한겨레신문,"가전사는 차 제작, 자동차사는 스마트 도시…경계 넘나드는 기업들",20200109,2
182,동아일보,"“수능, 한순간에 망칠라” 외부식사 대신 급식… 학원가 몸조심",20201117,2
165,동아일보,"국립해양박물관, 연말까지 해양인문학 프로그램 진행",20210402,2
14,조선일보,"“수준 이하 대학” “교수 못생겨” 온라인 입학식, 채팅테러 얼룩",20220301,0
474,한국경제,감각을 잃은 푸틴의 오만,20220129,0
99,동아일보,눈 속에 핀 선홍빛 겨울심장… 내 가슴에도 꽃망울,20210102,2
11,동아일보,전셋값에 또 한숨… 서울 아파트 중위가격 5억 넘어서,20201102,0
251,동아일보,전국 9개 단지 3573채 분양… 본보기집 10곳 열어,20210504,2
43,한겨레신문,라파엘로…티치아노…고야…미술사 거장들 ‘특별한 외출’,20200203,2
227,동아일보,또 재정 2조3000억 풀어 “일자리 27만5000개 창출”,20210303,1
205,동아일보,TSMC “3년간 반도체에 113조원 투자”,20210402,1
266,한국경제,금리 뛰는데…기업대출 올해 32조 '껑충',20220607,0
203,매일경제,"매일유업, 직원 1인당 20株 특별격려금",20220406,1
113,동아일보,中주도 경제블록 동참… ‘외교 시험대’ 선 한국,20201111,2
168,한국경제, 임대주택 많이 지으면 35층 넘는 재건축 허용,20200727,2
