,press,title,date,emotion
45,경향신문,"‘코로나 라이브’ 만든 홍준서 씨 “일상 회복 시작, 내가 멈출 때라 생각했다”",20220601,2.0
46,동아일보,낡은 ‘용두산공원’에 첨단기술 입힌다,20210603,2.0
47,동아일보,“오름은 건강을 지키는 최고의 웰니스” 힐링 산책코스로 각광,20210705,1.0
48,매일경제,"""경제 위해 존엄 팔수없어"" 北 김성 유엔대사 연설",20201001,0.0
49,동아일보,與 “영업제한 소상공인 7월부터 손실보상”,20210301,2.0
50,한국경제,美 국채금리 급등…원화값·기술株 급락,20220106,0.0
51,한국경제,상업용 오피스 시장 침체 가속…물류센터 건립도 어려워질 듯,20220630,0.0
52,경향신문,"“원점서 재검토”“미래형으로 확대”…경기교육감 후보들, 혁신학교 놓고 격돌",20220525,2.0
53,한국경제,'한국형 도심항공' 사업에 4개팀 출사표,20220601,2.0
54,경향신문,친윤계 ‘민들레’ 모임 놓고…‘윤핵관’ 권성동·장제원 갈라서나,20220611,0.0
55,동아일보,기아 ‘EV6’ 사전예약 대박 첫날에 1년 판매목표 넘겨,20210402,1.0
56,매일경제," 코로나 위기, 인생 대전환의 기회",20220430,1.0
57,동아일보,"中, 대만 무력통일 정당화하는 ‘국가통일법’ 추진",20201224,0.0
58,동아일보,"대검 간부, 윤석열 겨냥 SNS글… 중립 훼손 논란",20220223,0.0
59,한겨레신문,3분기 제조업체 경기전망지수 ‘뚝’…화장품만 빼고,20220629,0.0
60,경향신문,과도한 확신에 찬 전문가를 경계해야 한다,20200302,0.0
61,조선일보,"김정은 한마디에… 당정 ""종전선언 재추진""",20200626,0.0
62,동아일보,"中 “아태 긴장고조 반대” IPEF 출범 반발… 尹 “中, 민감 반응하는건 합리적이지 않아”",20220524,0.0
63,경향신문,해외 입국자 격리시설 속속 마련,20200402,1.0
64,한국경제,"美기업, 강달러 강펀치에 휘청…해외 매출 많은 MS는 '직격탄'",20220604,0.0
65,경향신문,"“혈액 3.7일치 보유, 많이 부족”…수급 비상 ",20200303,0.0
66,동아일보,"美 “한미훈련, 도발 아닌 방어 훈련”… 이인영 연기 주장에 반박",20210204,0.0
67,동아일보,두근두근 첫 등교… 발열체크뒤 교실로,20210303,2.0
68,조선일보,"與이수진 ""판사 탄핵 추진하겠다"" 판사들 ""李, 판사였던게 부끄럽다""",20200605,2.0
69,경향신문,"1인당 국민소득, 4년 만에 꺾였다",20200304,0.0
70,동아일보,"테이스티나인, 70억원 신규투자 유치 外",20210105,2.0
71,동아일보,"日정부, ‘망언 파문’ 소마 공사에 귀국명령",20210802,0.0
72,동아일보,전파력 막강한 오미크론 확산… 의료 차질 없도록 대비해야,20220210,0.0
73,경향신문,안치홍 ‘팡팡쇼’…올 시즌 KBO 첫 연타석 홈런,20220505,1.0
74,매일경제,푸틴 때문에…獨 통일후 최악 경제위기,20220429,0.0
75,경향신문,"15% 넘는 득표에 광역의회 ‘제2당’…여, 호남서 ‘도약’",20220603,2.0
76,한겨레신문,"“미, 1년안 경기침체 확률 44%”…금융위기 때보다 ‘비관론’ 무게",20220621,0.0
77,동아일보,위중증 환자 600명 육박…작년말 의료대란 재연 위기,20220225,0.0
78,동아일보,"“배우 김용건, 낙태 강요” 39세 연하 여성에 고소당해",20210803,0.0
79,동아일보,"신형 호위함, ‘대전함’ 진수식",20210504,1.0
80,한겨레신문,우리 애가 안 봤으면…쿠팡 200만원 ‘현금깡’ 규제할 방법 없다,20220608,0.0
81,한겨레신문,"크래프트 맛은 사라진 채 ‘수제맥주’ 이름만 남았다, 사실상 끝물?",20220606,0.0
82,경향신문,신민석 대한결핵협회장 “복십자의원 점차 확충…취약계층 결핵 치료 앞장”,20220521,1.0
83,한겨레신문,정진석 “개소리”-이준석 “싸가지” 공방,20220610,0.0
84,경향신문,자가격리 끝나고 신천지 교인들 뒤늦게 ‘확진’ 잇따라 ,20200309,0.0
85,한겨레신문,서울서 울릉도까지 소형항공기 탈까…울릉공항 설계중,20200115,1.0
86,동아일보,수상거부 논란에… 이상문학상 발표 전격 취소,20200107,2.0
87,동아일보,"한은 “국내 증시, 실물경제 제대로 반영 못해”",20210601,0.0
88,경향신문,포스코 일부 공장 가동 중단키로…시멘트 운송 막히며 건설 현장도 멈춰설 판,20220613,0.0
89,동아일보,미술시장 호황에… 작년 아트페어 77개 열려,20220516,1.0
90,매일경제,"코로나 버텨낸 청춘들을 위해…""해보자! 후회하지 않게""",20220203,2.0
91,경향신문,스포츠카의 질주 본능 품은 BMW ‘M 라인’…50년 역사가 영종도에 펼쳐졌다,20220606,2.0
92,동아일보,"범여 161명, 판사 탄핵안 발의… 野, 김명수 탄핵안 맞불",20210202,0.0
93,동아일보,"‘미래’로 발넓히는 GS건설, 포항서 배터리 재활용 사업 첫발",20200110,1.0
94,한국경제,"윤 대통령 ""규제개혁이 곧 국가 성장""…기업 모래주머니 33개 풀어준다",20220614,1.0
95,동아일보,내일부터 전국에 장맛비…최대 150㎜ 물폭탄 예고,20210702,2.0
96,한국경제,"""금융서비스는 공짜 아냐""…이재명·윤석열 캠프에 '호소'",20220124,2.0
97,동아일보,美 내슈빌서 의문의 차량 폭발… 63세 남성 자폭 테러 의심,20201228,0.0
98,동아일보,삼성전자 ‘세계서 가장 존경받는 기업’ 49위,20210203,1.0
99,동아일보,SSG닷컴 “모든 고객에 한달간 ‘VIP급’ 혜택”,20210601,2.0
100,매일경제,50t 돌덩이도 날린 `울릉도 태풍`…피해액 500억,20200910,0.0
101,동아일보,정몽구 회장 “국산 백신개발 힘되길”100억 기부,20210901,1.0
102,경향신문,항공권 가격 폭등 주범 ‘인천공항 비행금지 시간’ 없앤다,20220520,1.0
103,경향신문,정부 “2~3개월 안에 완치자 혈액 활용한 코로나19 치료제 개발”,20200415,1.0
104,조선일보,"‘유럽 최후 독재자’ 벨라루스 루카셴코, 집권 연장 개헌투표 통과",20220301,2.0
105,한국경제,"4년 만에 '보수 아성' 되찾은 부·울·경…與, 광역·기초단체장 석권",20220602,1.0
106,동아일보,서울시 내년 예산 40조원 첫 돌파,20201103,1.0
107,한국경제, 서울서 10만 가구 추가 공급한다,20200729,1.0
108,한국경제,"러, 키이우 공습 38일 만에 재개",20220606,0.0
109,경향신문,안병만 전 교과부 장관 별세,20220601,2.0
110,매일경제, 쉬고 싶은 남편과 일하고 싶은 아내,20220401,2.0
111,동아일보,신차 효과에… 지난달 자동차 내수 1.7% 증가,20201117,1.0
112,동아일보,조국 일가 첫 대법 판결…5촌 조카 징역 4년 확정,20210701,0.0
113,동아일보,“더불어 함께 발전”… 포스코 ‘기업시민’ 홈피 공개,20200107,2.0
114,동아일보,회색 콘크리트 쇠파이프 비계… 삭막한 공간속 첼로가 흐른다,20210503,2.0
115,동아일보,서울역 광장에서 사랑의 떡국 나눔,20200103,1.0
116,동아일보,"지상파, 중간광고땐 광고시간 26% 늘어… ‘시청권 침해’ 우려 증폭",20210504,0.0
117,동아일보,"한은 “2월 경제뉴스심리지수, 17개월만에 최저”",20220210,0.0
118,경향신문,민주 비례후보 ‘시민당 불신’…“검증된 우리가 앞번호 받아야”,20200323,2.0
119,한국경제,반도체 못구해 GM·포드 헤맬 때…현대차·도요타 美서 날았다,20220106,1.0
120,경향신문,"김영환 충북지사 당선 확실, ‘출마지 변경 해프닝’에도 승리…국민의힘 12년 만에 충북 탈환",20220602,2.0
121,매일경제,연휴 끝나면 분양시장 후끈…수도권서만 7만 가구 나온다,20220202,1.0
122,동아일보,윤석열 31.2%-이재명 25.7%… 차기 대통령 적합도 오차범위 접전,20210401,2.0
123,경향신문,코로나19 ‘무증상 자가격리자’만 15일 오후 6시 이후에 별도 투표 ,20200413,2.0
124,동아일보,8말9초에 몰린 아스트라-화이자 2차 접종… 일부 병원 하루 150명 넘게 예약 ‘과부하’,20210805,0.0
125,한국경제,8월 연합훈련' 결론 못낸 韓·美 국방장관,20200722,2.0
126,동아일보,‘괴산유기농엑스포’ 국제행사로 치러진다,20210104,1.0
127,한겨레신문,"경기도 특별사법경찰, 올해도 ‘부동산 적폐’ 수사 강화",20200120,1.0
128,동아일보,인천시 “동인천역 도심재생 뉴딜사업 본격 추진”,20201231,2.0
129,동아일보,“20년 온라인수업 노하우로 실무형 인재 양성하겠다”,20210603,2.0
130,한겨레신문,"‘기생충’, 아카데미 전날까지 수상 릴레이",20200210,1.0
131,동아일보,"바이러스 진단키트 개발… ‘누리호’ 첫 발사… 한계 넘는 도전, 올해도 계속된다",20210104,1.0
132,한겨레신문,오세훈 시장의 ‘준비된 차별’,20220603,0.0
133,경향신문,다음달 가스요금 또 인상…인플레에 기름 붓는다,20220614,0.0
134,동아일보,성수대교-삼풍백화점 참사때 활약 국내 첫 도입 소방헬기 문화재 된다,20210101,2.0
135,한겨레신문,"‘북날두’ 한광성, 유벤투스 떠나 카타르 이적 유력",20200108,2.0
136,한국경제,"""美 공장 원격 운영하는 시대 열 것""",20220610,2.0
137,동아일보,"구인-구직 미스매치, 코로나로 두배 심해졌다",20210302,0.0
138,동아일보,‘송도 관통’ 인천신항 지하차도 건설 추진,20210503,2.0
139,경향신문,"LG전자, 국내 최대 용량 25㎏ 세탁기 출시",20220502,2.0
140,경향신문,"김광수, 제주교육감 확실시…8년 만에 진보서 보수로 교체",20220602,2.0
141,동아일보,"LG유플러스, 부산대 4개 캠퍼스에 스마트캠퍼스 조성",20220224,1.0
142,경향신문,"이통사, 통신 밖에서 성장동력 찾기 분주",20220610,2.0
143,한국경제,내달 중순 한미훈련…규모는 대폭 줄여,20200727,1.0
144,동아일보,“신나게 두드려요”,20210601,1.0
145,경향신문,"현대오일뱅크, 영업손실 5632억…정유사 속속 ‘실적 쇼크’",20200430,0.0
146,동아일보,"건널목 건너던 승용차, 열차와 충돌… 2명 사상",20220224,0.0
147,매일경제,"""빚투·주택자금 최대한 땡기자""…신용대출 나흘새 9천억↑",20200919,0.0
148,동아일보,전문가들이 전망한 2020 코스피 “반도체-IT 실적개선 기대… 1950∼2500선 등락할 듯”,20200102,2.0
149,동아일보,“바다에 트럭 빠졌다” 맨손으로 창 뜯어 2명 구한 바다 사나이,20200106,2.0
150,동아일보,울산 찾은 이낙연 “공공의료원 예타 면제”,20210303,2.0
151,한국경제,홍천 캠핑장서 6명 확진…휴가철 코로나 방역 비상,20200731,0.0
152,동아일보,“집값-가계빚-고령화가 한국의 불안요소”,20210601,0.0
153,한국경제,"재개 앞둔 LPGA, 코로나 악재",20200731,0.0
154,한겨레신문,"경찰, ‘백현동 개발 특혜 의혹’ 성남시청 압수수색",20220617,0.0
155,매일경제,"""반대매매 어쩌나""…빚투 개미들 `좌불안석`",20200925,0.0
156,한겨레신문,‘별풍선깡’에 대리도박까지…개인방송 인기 끌자 신종범죄 등장,20200102,0.0
157,동아일보,"부상병동 DB, 2년만에 에이스가 돌아왔다",20200109,2.0
158,조선일보,"‘尹 테마주’ 신원종합개발 상한가, ‘安 테마주’ 써니전자 12% 올라",20220311,1.0
159,동아일보,“지자체와 협력해 부산 특성에 맞는 치안 서비스 구축하겠다”,20210405,2.0
160,한국경제,"틱톡, 웹툰 플랫폼 키다리에 480억원 투자",20220122,1.0
161,한국경제,"근로자 휴가지원 사업, 국내 여행 활성화 효과 크다",20200722,1.0
162,동아일보,‘힙지로’ 지하상가의 변신,20210401,2.0
163,조선일보, '제4회 부산 건축박람회' 개최,20200608,2.0
164,조선일보,"러시아 선박 이전에, 부산항 확진 네차례 더 있었다",20200625,0.0
165,한겨레신문,"금감원, ‘주식투자 전도사’ 존리 메리츠운용 대표 ‘불법 투자’ 조사",20220620,0.0
166,한국경제,마스턴프리미어리츠 '성공적 데뷔'…리츠 열풍 지속,20220601,1.0
167,한국경제,"LG 트롬 워시타워, 내달 美 공략",20200826,1.0
168,동아일보,“서브가 아웃되면 어때” 선을 넘는 신인 정성규,20200107,2.0
169,동아일보,부산사랑의열매 ‘노블레스 오블리주’ 문화 정착에 한몫,20210601,1.0
170,조선일보,"아마존, 장마감 후 “20대 1 액면분할” 발표… 시간외 거래에서 폭등",20220311,1.0
171,경향신문,"미, 우크라에 42조원 추가 지원…‘실시간 무기 공급’ 길도 열어",20220430,1.0
172,동아일보,"日, 올림픽 선수촌 술 제공 방침… ‘특별대우’ 논란",20210602,0.0
173,경향신문," 정의당 내 성폭력 재발, 참담하다",20220518,0.0
174,동아일보,"강씨, 흉기도 미리 구입… “돈 요구 거부해 살해” 진술",20210902,0.0
175,동아일보,"동아전람 9대 박람회, 6∼9일 킨텍스서 동시 개최 外",20210503,2.0
176,경향신문,“녹화 강의 휘리릭…7교시까지 10시30분에 끝” ,20200410,0.0
177,경향신문,"급조 비례정당 ‘졸속 공약’, 거대 정당 후보는 토론 외면",20200401,2.0
178,매일경제,금감원 '우리은행 횡령' 감사한 회계법인 조사한다,20220430,0.0
179,한겨레신문,사장 아닌 상무가 노조 회유·압박…대법 “임원도 부당노동행위 구제신청 대상”,20220606,0.0
180,동아일보,"검찰, 한수원 전 부사장-본부장 피의자신분 조사… 원전 ‘경제성 조작의혹’ 본격 수사",20210105,0.0
181,동아일보,위안부 피해 김양주 할머니 별세… 생존자 11명 남아,20220503,0.0
182,매일경제,獨 하루 확진자 4천명…코로나 통제불능 우려,20201010,0.0
183,한국경제,"""집값 오를 것"" 35개월 만에 최고…초강력 규제에도 상승 기대 확산",20200716,2.0
184,경향신문,"코로나19에…미국, 2주 새 1천만명 일자리 잃었다",20200403,0.0
185,동아일보,“가장 연주하기 어려운 악기? 호른의 ‘숨어있는’ 색깔 보여드리죠”,20210705,2.0
186,매일경제, 행복을 아는 것이 지혜이다,20220430,1.0
187,조선일보,자영업자 절반이 코로나 사태로 '투잡',20200611,0.0
188,동아일보,"확진 아기 병원 찾아 헤매다…수원→안산 이송, 끝내 숨져",20220221,0.0
189,경향신문,"G20, 저소득·취약국 위한 대규모 자금 패키지 마련",20200417,1.0
190,한국경제,"""기회되면 北과 코로나 협력""…이인영 장관, 현충원 참배",20200731,2.0
191,동아일보,“LH의혹 대응 잘못” 54.9%… “중수청에 동의안해” 49.7%,20210401,2.0
192,한겨레신문,저축은행 온라인거래 편의성 제고한다,20200113,2.0
193,동아일보,"“中, 외국기업 동등 대우-리콜 확대”… 貿協 ‘2020 中 경제무역 법규’ 발간",20200107,2.0
194,한국경제," 화물연대 파업, 경제적 손실과 피해 끝까지 책임 물어야",20220610,0.0
195,동아일보,신세계百 “소 모양 베이커리 어때요”,20210104,2.0
196,동아일보,하동-양구서도 첫 확진자 나와… 시군구 95%에 퍼져 ‘전국 유행’,20201119,0.0
197,동아일보,‘투명인간’ 하은이 숨지게 한 친부 검거,20210604,0.0
198,매일경제, 김무임씨 별세 외,20220429,0.0
199,한겨레신문,"국세청, 부동산 탈세 잡는다…전담 조직 전국 확대 검토",20200207,1.0
200,동아일보,中 공산당 100년…시진핑 장기집권 위한 ‘홍색관광’ 열풍,20210603,0.0
201,경향신문,‘백인우월주의’ 빠진 10대 청소년…뉴욕주 슈퍼마켓서 무차별 총격,20220516,0.0
202,경향신문,"집값 30% 낮추기?…정의당 찬성, 민주당 유보, 통합당 반대 ",20200408,2.0
203,동아일보,이창양 “원전 경쟁력 높여 수출 산업화”,20220510,1.0
204,동아일보,靑 “선 넘은 색깔론” 강경… 與내부 “USB내용 공개” 주장도,20210202,0.0
205,동아일보,한동훈 “범죄 대응력 떨어져 힘없는 국민만 피해”,20220505,0.0
206,한국경제," 美 긴축발작, 환율 1200원…이래도 돈 퍼주자는 소리만 하나",20220107,0.0
207,한겨레신문,"수출제한 직격탄, 곡물값 45% 올랐다",20220621,0.0
208,조선일보,"靑민정실, 윤석헌 금감원장 조사",20200601,2.0
209,동아일보,카뱅 非이자 부문 첫 흑자… 3분기 순익 6배 급증,20201105,1.0
210,매일경제,화기애애 靑회동 3일만에…'대우조선 알박기' 정면 충돌,20220401,0.0
211,동아일보,‘한국의 40대’ 44%가 무주택…월소득 468만원에 자산 4억,20210504,0.0
212,동아일보,‘정면돌파’ 장기전 내세워 ‘굶주림의 길’ 강요한 김정은,20200102,0.0
213,동아일보,"최진수 역전 자유투… 모비스, 전자랜드 꺾고 단독5위",20210105,2.0
214,매일경제,자영업 대출도 비상…벌써 작년 대출액의 1.4배,20200910,0.0
215,경향신문,“장보기 겁나면 편의점 오세요”…PB·소포장 상품으로 가격 낮췄다,20220614,1.0
216,매일경제,"KB증권, 인프라·부동산관련 글로벌 채권 분산투자",20200918,2.0
217,한국경제,원숭이두창 '관심' 경보,20220601,0.0
218,동아일보,유통업계 ‘백신 휴가’ 잇따라 도입… 롯데쇼핑-현대百-홈플러스 등 동참,20210601,2.0
219,동아일보,아마존 국내 오픈… “제품 한글리뷰 좋아” vs “최저가 확인 안돼”,20210901,2.0
220,동아일보,"김여정 “南 정상회담 여론화, 경솔한 판단”… 한미훈련 중단 압박",20210802,0.0
221,한국경제, 여당 대표와 중진의 볼썽사나운 입씨름…지금이 이럴 땐가,20220610,0.0
222,조선일보,"1조달러 홍콩 탈출 준비… 싱가포르·도쿄, 새 금융허브 노린다",20200601,2.0
223,동아일보,"경주엑스포대공원, 이름 바꾸고 콘텐츠 재단장",20210304,2.0
224,동아일보,126년 역사 ‘애관극장’ 살리기 나선 인천시민들,20210504,1.0
225,경향신문,강남·서초 아파트 대선 후 4억 올랐다…절반이 ‘상승 거래’,20220419,1.0
226,한국경제,또 '핵 카드' 꺼내든 러시아…美의 우크라 로켓 지원 경고,20220602,0.0
227,한국경제,"JYP·에스엠·와이지, 구조적 성장 진입…저가 매수 기회로",20220607,1.0
228,한국경제,"조쉬 리 스윗 CEO ""구글도 반한 업무용 앱…유니콘 될 것""",20220126,1.0
229,동아일보,文대통령 “여건 되는대로 만나자”… 김기현 “의제 먼저 정해야”,20210503,2.0
230,경향신문,서울남부지검 금융증권범죄합수단 1호 사건 ‘테라·루나 사태’ 핵심 포인트,20220604,2.0
231,한국경제,"대법 ""전세대출 못 갚아도 금융사가 해지 못해""",20200725,0.0
232,경향신문,집에 딱 맞는 가구 같은 가전…삼성·LG전자 ‘빌트인 본고장’ 유럽 공략,20220607,2.0
233,동아일보,"경기도, 캠핑매너 준수-소비활성화 나서",20210202,2.0
234,동아일보,文 ‘상공의 날’ 기념식 첫 참석 “경제반등의 시간 왔다”,20210401,1.0
235,매일경제,현대차·포스코·신한금융…SK사회적가치 속속 동참,20200902,1.0
236,한겨레신문,"“4차산업혁명시대, 새로워지지 않으면 남루해진다”",20200116,2.0
237,한국경제,"""개발 중인 코로나 치료제 물질, 해외에서 잇따라 효능 확인""",20200828,2.0
238,경향신문,"러, 외국 지원 받는 반정부 ‘해외요원’ 감시 강화할 듯",20220609,2.0
239,경향신문,전기차 보험가입 급증에도 수리 기준 불분명 ‘분쟁 소지’,20220607,0.0
240,한겨레신문,“자동차 부품 중국 의존도 심화…반도체 대란 2∼3년 더 간다”,20220615,0.0
241,한국경제,"이구영 한화큐셀 대표이사, 한국신재생에너지협회장 취임",20220125,1.0
242,한겨레신문, ‘국회의원 이성윤’이 누구야?,20200227,2.0
243,동아일보,‘김신조 사건’ 52년만에… 북악산 북측길 개방,20201102,2.0
244,한국경제,"""양자컴, 신약개발 등 활용할 곳 무궁무진…인터넷만큼 세상 바꿀 것""",20220106,1.0
245,동아일보,전문 아티스트가 실시간 무료견적 내주는 영상물 촬영 중개 플랫폼,20210201,2.0
246,경향신문,17년간 한·일 항로 운임 담합한 해운사 무더기 적발…800억 과징금,20220610,0.0
247,동아일보,‘불가리스 논란’ 홍원식 남양유업 회장 사퇴,20210505,0.0
248,동아일보,조희연측 “해직교사 특별채용에 부당한 영향력 행사 안해” 주장,20210603,2.0
249,동아일보,"“암벽 잡느라 지문 없는 열 손가락아, 더 힘내 금메달도 잡자”",20210603,1.0
250,동아일보,유엔 평화유지군 창설 핵심적 역할… 어커트 前 유엔 사무차장 별세,20210105,0.0
251,동아일보,김윤옥 별세 外,20210301,0.0
252,동아일보,"성폭력 복역 코스비, 3년 만에 돌연 “무죄”",20210702,0.0
253,동아일보,美 “WTO와 백신 지재권 한시적 면제 논의할 것”,20210504,1.0
254,매일경제,공급망 덮친 전쟁…기업 '비상경영',20220226,0.0
255,동아일보,“과일 당도 확인하세요”,20210203,2.0
256,동아일보,홈술-홈파티 늘며… 작년 와인 수입 사상 최대,20210105,2.0
257,한겨레신문,문 대통령 “대화·타협의 정치 복원 시급…정세균 총리 역할 기대”,20200115,2.0
258,한국경제,"하나금융, 어린이집 100곳 짓고, 청년 디자이너에 일자리",20200716,1.0
259,조선일보," 美 수출 통제 면제에서 빠진 한국, 이러다 ‘껍데기 동맹’ 된다",20220301,0.0
260,동아일보,"경찰, 고수익 빙자 1조7000억 모집 의혹… 가상화폐 거래소 본사 등 22곳 압수수색",20210505,0.0
261,동아일보,“금융상품 영업기준 만들어 신뢰 회복할 것”,20200110,2.0
262,매일경제,대면공연 목말랐나…클래식 매진 또 매진,20201030,1.0
263,경향신문,"한동훈 내정자 일가, 상속·증여 토지 ‘농지법 위반’ 의혹",20220419,0.0
264,경향신문,낯 뜨거운 충성 경쟁 “법무부가 팬카페냐”,20220603,2.0
265,조선일보,돈이 도는 속도가 느려졌다,20220331,0.0
266,동아일보,여의나루∼동작역 한강변 걷고 싶은 길 생긴다,20200109,2.0
267,조선일보,소설·작곡 이어 사람처럼 코딩… AI의 도전은 어디까지?,20220331,1.0
268,한국경제,공인중개사 허위매물 올리면 과태료 500만원,20200817,2.0
269,경향신문," 오래된 혐오, 이젠 바로잡아야",20220502,0.0
270,조선일보,다중시설 QR코드 출입증 서울·인천·대전 시범운영,20200602,2.0
271,조선일보,320원짜리 일회용 마스크 구하려… 다시 줄서는 시민들,20200608,0.0
272,동아일보,제네시스 유럽 진출,20210505,1.0
273,동아일보,D-G-S로 내공 다진 젊은 총수들… 한국기업 DNA가 바뀐다,20210104,2.0
274,한겨레신문, ‘유리천장’ 법안의 기적 / 김영희,20200115,2.0
275,한국경제,서울·경기 빌라도 '들썩'…거래 12년 만에 최대,20200729,2.0
276,동아일보,코로나 간접사망 한달여간 2296명…확진 사망자보다 많았다,20220223,0.0
277,매일경제,中 봉쇄에 원자재 수요 둔화…'농업·에너지株' 일제히 하락,20220427,0.0
278,매일경제,천안서 고병원성 AI 확진 `겨울방역` 비상,20201026,0.0
279,동아일보,지하철 미세먼지 줄일 최고 기술 찾는다,20200102,2.0
280,경향신문,"코로나 재감염 비율, 요양시설 1.7배 높아",20220506,0.0
281,한겨레신문,"중-러, 이란 문제 놓고 안보리서 미국과 정면 충돌",20200108,0.0
282,경향신문,"반토막 성적표 받아든 상장사들, 올해는 더 ‘암울’",20200402,0.0
283,동아일보,與 “역전 시작됐다”… 野 “승기 잡았다”,20210405,2.0
284,경향신문,3년3개월 조사 ‘한 방’ 없이…의혹만 남기고 문 닫는 사참위,20220416,0.0
285,한국경제,"에이비엘바이오, 항암신약 임상 2상 시동",20220124,1.0
286,경향신문,"인플레이션 바람 거세지만, 지금은 도망칠 때가 아니다",20220614,1.0
287,경향신문,"‘계파 해체’ 이낙연, 7일 미국행…차기 대선 겨냥 ‘숨 고르기’",20220606,2.0
288,한국경제,"中, 식량위기 대비…'겨울 밀 수확' 속도 낸다",20220609,1.0
289,매일경제,野단일화 압박 커지는데…안철수·이준석 '고집',20220226,2.0
290,매일경제,삼성전자 2년만에 최대실적…영업이익 12조 넘겼다,20201009,1.0
