,press,title,date,emotion
1312,동아일보,"삼성전자, AI 활용한 실외기 ‘DVM S2’ 출시 外",20210602,2.0
1333,동아일보,도쿄올림픽 외국선수단 첫 입국,20210602,2.0
1489,동아일보,‘고스트 건’ 한국도 뚫렸다… 해외서 부품 몰래 들여와 총기 제작,20210602,0.0
1572,동아일보,"윤석열, 장제원에 “몸 던질것”… 윤희숙엔 “같이 정치하자”",20210602,2.0
1577,동아일보,또 축소로 기우는 8월 연합훈련… “韓美 대북방어 엇박자 우려”,20210602,0.0
1719,동아일보,P4G 서울회의에 평양사진 올리고 제작사 탓한 靑·외교부,20210602,0.0
1750,동아일보,인도發 변이 바이러스에 해외 법인 ‘비상’,20210602,0.0
1815,동아일보,“친환경 농산물 소비로 기후변화 늦추고 건강도 챙기세요”,20210602,1.0
2032,동아일보,EU 7월부터 ‘백신 여권’ 도입… 입국 격리 없앤다,20210602,1.0
2239,동아일보,60~74세 예약 3일 마감… 놓치면 9월 이후 접종,20210602,2.0
2335,동아일보,나청운 전 서울 풍납중 교장 별세 外,20210602,0.0
2420,동아일보,"‘박사방’ 조주빈 항소심, 3년 줄어 징역 42년",20210602,0.0
2468,동아일보,"LG화학, 업계 첫 통합 디지털 영업… 고객관계관리 시스템 ‘LG 켐온’ 운영",20210602,2.0
2581,동아일보,한국형 발사체 ‘누리호’ 독자 개발 발사대에 우뚝,20210602,1.0
2647,동아일보,"괴롭힘…끼리끼리…“압축성장 IT기업, 조직은 꼰대 수준”",20210602,0.0
2660,동아일보,내집이 매물로?… 부동산 허위광고 판친다,20210602,0.0
2669,동아일보,故 정상영 KCC 명예회장 유산 1500억 사회환원,20210602,1.0
2687,동아일보,日골프대표 ‘욱일기 유니폼’ 논란,20210602,0.0
2849,동아일보,여자배구 신생 페퍼저축 전력보강… 미계약 FA 하혜진-세터 구솔 영입,20210602,2.0
2926,동아일보,"한미글로벌, 사우디서 26억 건설관리 용역 수주 外",20210602,1.0
3175,동아일보,"文, 2년전 尹에 “살아있는 권력 수사”… 김오수에겐 “공정한 검찰 거듭나라”",20210602,2.0
3227,동아일보,경제 불확실성 커져 ‘빚투’는 위험… 노후 설계 흔들 수도,20210602,0.0
3284,동아일보,다뉴브강 유람선 참사 2주기… 현지에 추모 조형물 세워져,20210602,2.0
7156,동아일보,"EDGC-보령바이오파마, 유전체검사 서비스 계약",20210602,2.0
7204,동아일보,"눈 감고 시작하는 드로잉, 자유가 춤춘다",20210602,2.0
7247,동아일보,이재성 “머리 기르니 공도 머리에 잘 맞아”,20210602,2.0
7284,동아일보,“제조업 스타트업 안착 위해선 생산시스템 지원 필요”,20210602,2.0
7308,동아일보,"휘문고 강성현, 역전 발판 타점 이어 쐐기 ‘그라운드 홈런’",20210602,1.0
7383,동아일보,탈원전 손실 비용… 전기料로 메운다,20210602,2.0
7697,동아일보,한국조선해양 - 삼성重 대형 선박 수주 이어져,20210602,2.0
8494,동아일보,"“말 잘 못하는데 회견하라니…” 오사카, 프랑스오픈 끝내 기권",20210602,0.0
8949,동아일보,“나도 주식하다 벼랑끝에… 취미 통해 투자중독 끊으세요”,20210602,0.0
9031,동아일보,1시간 헤엄쳐 아빠-동생 구한 美 7세 소년,20210602,1.0
9132,동아일보,이시대 청년들의 단칸방 탈출기,20210602,2.0
9157,동아일보,수출기업들 “하반기 수출 증가세 둔화될 것”,20210602,0.0
9229,동아일보,"버티는 ‘피고인 중앙지검장’ 이성윤, 고검장 승진할듯",20210602,2.0
9232,동아일보,166명 탄 여객선 옆 해상에 포탄 4발 ‘쾅’,20210602,0.0
9336,동아일보,"프로농구 모비스 슈터 전준범, KCC로 이적",20210602,2.0
9342,동아일보,"삼성증권, ‘중개형 ISA’ 잔액유지 고객 대상 이벤트",20210602,2.0
9486,동아일보,"‘후배 추행’ 혐의 임효준, 무죄 확정 판결",20210602,1.0
9495,동아일보,백신이 돌려준 일상…경로당 모인 접종노인들 “살것 같다”,20210602,1.0
9592,동아일보,"‘강철부대’ 특전사팀 프로야구 시구… 4, 5일 KT-롯데전 시타도 함께",20210602,2.0
9740,동아일보,국민의힘 5인 “외부후보 경선前 입당을” “安과 통합후 경선”,20210602,2.0
9780,동아일보,"포스코, ‘글로벌 모범시민 위크’ 진행… 세계 53개국서 지역사회 나눔 활동",20210602,2.0
9865,동아일보,"송영길, ‘조국 사태’ 당차원 사과 검토… 친문 “당이 사과할 일이냐” 반발",20210602,0.0
9935,동아일보,대구시 “화이자 3000만명분 가시적”… 복지부 “정품 여부 검증중” 신중,20210602,2.0
10181,동아일보,“등단해도 찾는 곳 없어요” 다시 공모전 나서는 신인들,20210602,2.0
46,동아일보,낡은 ‘용두산공원’에 첨단기술 입힌다,20210603,2.0
129,동아일보,“20년 온라인수업 노하우로 실무형 인재 양성하겠다”,20210603,2.0
200,동아일보,中 공산당 100년…시진핑 장기집권 위한 ‘홍색관광’ 열풍,20210603,0.0
248,동아일보,조희연측 “해직교사 특별채용에 부당한 영향력 행사 안해” 주장,20210603,2.0
249,동아일보,"“암벽 잡느라 지문 없는 열 손가락아, 더 힘내 금메달도 잡자”",20210603,1.0
623,동아일보,"전세금-가상화폐 압류하자, 버티던 체납자들 바로 납부",20210603,2.0
705,동아일보,SK에너지 “전기차 충전 시장 확장”… 국내 1위앱 소프트베리와 업무협약,20210603,1.0
1043,동아일보,美 머스크 ‘아기상어’ 한마디에 국내 삼성출판사 주가 껑충,20210603,1.0
1132,동아일보,암 생존자 200만 시대… 사회 복귀 돕는 정책-관심 필요,20210603,2.0
1143,동아일보,“보호종료 청소년들에게 자립 디딤돌 되길”,20210603,2.0
1203,동아일보,‘코로나 블루’에… 우울증 신간 봇물,20210603,0.0
1304,동아일보,♪~ ‘어쩌다 마주친 그대’를… 기막히게 부르는 무명가수 있나요?,20210603,2.0
1507,동아일보,"경찰, ‘프로야구 승부조작’ 윤성환 영장 신청",20210603,0.0
1509,동아일보,"“예술-만화책 관련 요청 많아… 출판 돕는 책, 앞으로 쭉 만들 생각”",20210603,2.0
1712,동아일보,현대重-서울대 ‘AI 인재육성’ 양해각서 체결,20210603,2.0
1746,동아일보,서울대 공대·의대가 손잡았다! 국내 첫 출범 선포식 가져,20210603,1.0
1771,동아일보,전문가들 “기초학력 높이려면 평가부터 제대로 해야”,20210603,2.0
1785,동아일보,"‘파오차이’ 표기 편의점 주먹밥, 판매중단",20210603,2.0
1845,동아일보,"“아듀, 대백”… 대구백화점 본점, 이달말까지 고별전",20210603,2.0
1891,동아일보,"2개월 연속 물가급등에 인플레 우려, 한은 금리인상 시기 앞당겨질 수도",20210603,0.0
1979,동아일보,"현대글로비스, 세계최초 전기차 특화 운송 솔루션 구축",20210603,1.0
2043,동아일보,"고용 버팀목 된 4대그룹, 작년 7400명 늘어",20210603,2.0
2092,동아일보,"롯데 김민수, 데뷔 첫 홈런이 역전 결승포",20210603,1.0
2094,동아일보,이준석 “청년-여성 할당제 폐지”에 나경원-주호영 “공정 해치는 발상”,20210603,2.0
2099,동아일보,"文, 이재용 사면론 기류변화… “형평성 고려해야”→“고충 이해”",20210603,2.0
2100,동아일보,"삼성 김기남 “반도체 투자결정, 총수 필요”",20210603,2.0
2117,동아일보,삼성전자 기업서버용 SSD 출시… 차세대 기술로 수명 3~4배 늘려,20210603,1.0
2199,동아일보,"‘천혜의 경관’ 대청호 안터지구, 생태관광 거점 된다",20210603,2.0
2354,동아일보,세계최대 정육업체도 랜섬웨어 피해… 美 “러 해커 소행 가능성”,20210603,0.0
2715,동아일보,벨라루스 운동가 “자백 강요받아” 법정서 자해,20210603,0.0
2729,동아일보,“에코 보트서 영화 감상을”… 英런던의 수상 극장,20210603,2.0
2906,동아일보,"기업에 ‘대담한 역할’ 주문한 文, 투자 걸림돌부터 없애줘야",20210603,2.0
2970,동아일보,내는 곡마다… BTS ‘Butter’ 빌보드 핫100 1위,20210603,1.0
3023,동아일보,"70여년만에 받은 6·25 무공훈장… 해군, 참전용사 6명 유족에 전달",20210603,1.0
3029,동아일보,"당정, LH 지주사-자회사 분할 않기로 결론",20210603,2.0
3042,동아일보,"하늘은 파랗게, 땅은 노랗게",20210603,2.0
3273,동아일보,문재인-김정은 마주앉았던 판문점 ‘도보다리’ 손본다,20210603,1.0
6856,동아일보,"文대통령, ‘이재용 사면’ 건의에 “공감하는 국민 많아”",20210603,1.0
6875,동아일보,3기 신도시 청약 스타트… 7월 계양에 1050채,20210603,2.0
7088,동아일보,"송파구, 3일 혁신교육 콘퍼런스",20210603,2.0
7125,동아일보,조국 털어내고 윤석열 겨누는 與,20210603,2.0
7151,동아일보,"치과의사 부녀, 10년째 에티오피아 참전용사 위해 성금",20210603,1.0
7412,동아일보,르노삼성 부산공장 운명 가를 XM3… 이달부터 본격 유럽판매,20210603,2.0
7503,동아일보,WP “아마존 물류창고 부상자 많이 발생”… 기획기사로 사주 베이조스 신랄한 비판,20210603,0.0
7633,동아일보,“부동산 시장처럼 온라인 카페-커뮤니티서도 혁신 일으킬것”,20210603,2.0
7647,동아일보,비대면 ‘투자성향평가’때도 상품 가입 허용,20210603,2.0
7766,동아일보,김오수 “朴장관 만나 檢조직개편안 내부 우려 전달”,20210603,2.0
7775,동아일보,"한국, WHO 집행이사회 부의장국 선출… 김강립 식약처장이 1년간 활동",20210603,2.0
7813,동아일보,고복숭 별세 外,20210603,0.0
7865,동아일보,野 “전국민 재난금보다 손실보상 소급적용 더 시급”,20210603,2.0
7902,동아일보,"수소충전용 튜브트레일러 용기, 일진하이솔루스 국내 첫 인증",20210603,1.0
8137,동아일보,"국민의힘 “尹, 全大후 평당원으로” 尹측 “선택지 중 하나… 대선준비팀 구성 중”",20210603,2.0
8266,동아일보,차기대선 다급한 與 “조국의 시간 끝내야”… 강성 친문 “송영길 사퇴를”,20210603,2.0
8311,동아일보,외국선수단 합숙 약속했던 日지자체 잇달아 “없던 일”,20210603,0.0
8384,동아일보,"극단 선택 女부사관, 사망 한달前 軍상담관에 ‘죽음 암시’ 문자",20210603,0.0
8706,동아일보,"""지역 인재 선순환 체계 만들어 도시 전체에 활력 불어넣을 것""",20210603,1.0
8791,동아일보,"셔먼 “성김 대북특별대표 임명, 北과 대화준비 신호”",20210603,1.0
8840,동아일보,MBC 드라마PD ‘성추행 의혹’으로 해고,20210603,0.0
8911,동아일보,조국 “날 밟고 전진하라”,20210603,2.0
9013,동아일보,"손흥민, 펠레가 뽑은 ‘베스트 11’ 왼쪽 MF에",20210603,2.0
9181,동아일보,‘3D애니’ 도전 미야자키 감독 “2D든 3D든 지브리 정신 이어갈것”,20210603,2.0
9299,동아일보,서귀포 월라봉-군산은 '쌍둥이'… 83만~92만년 前 동시 형성,20210603,2.0
9426,동아일보,"與 “재난지원금 이르면 여름휴가때, 가구 아닌 1인당 기준 지급”",20210603,2.0
9502,동아일보,"경정, 시원한 질주",20210603,2.0
9547,동아일보,서울 역세권 용적률 최대 700% 고밀도개발 허용,20210603,2.0
9621,동아일보,“우리 사회 빈부-출신으로 차별하는 의식 사라져야”,20210603,0.0
9653,동아일보,"하늘에서 산불 끄고 멧돼지 퇴치… 대구 수성구, 드론 띄운다",20210603,2.0
9655,동아일보,"“백신접종후 먹는 해열제, 타이레놀 말고도 많아요”",20210603,2.0
9880,동아일보,유기농 논에선 뭐가 살까,20210603,2.0
10061,동아일보,무인기 활용해 해양오염 감시,20210603,2.0
10114,동아일보,"국민의힘, 전대 흥행 콧노래…TV 토론회 시청률 치솟고 유튜브 영상 조회 53만건",20210603,1.0
197,동아일보,‘투명인간’ 하은이 숨지게 한 친부 검거,20210604,0.0
409,동아일보,"박범계-김오수, 검찰 인사안 이견… “충분히 들어” vs “설명 더 필요”",20210604,2.0
1249,동아일보,키즈카페 앞 건물에 ‘리얼돌방’… 간판 본 아이들 “우리도 가볼까”,20210604,2.0
1980,동아일보,"부산경찰청 총경, 5000만원 뇌물 받은 의혹",20210604,0.0
2019,동아일보,"이준석, 대구서 “박근혜 탄핵은 정당”… 나경원 “박정희 그리워” 주호영 “TK 힘 모아야”",20210604,2.0
2170,동아일보,"文 “부동산 빼곤 문제없어”… 與초선들, 조국-종부세 언급도 못했다",20210604,2.0
3032,동아일보,친문들도 ‘이재용 사면 가능성’ 열어두기 시작,20210604,1.0
7601,동아일보,與 “윤석열 가족 수사 안하면 ‘윤로남불’”,20210604,2.0
7866,동아일보,"대법 “네이버 사옥 빛반사 피해, 주민들에 배상해야”",20210604,2.0
7869,동아일보,"‘이용구 폭행’ 영상 처음 확인한 경관, 30초간 고민하다 “못 본걸로 하겠다”",20210604,0.0
8002,동아일보,백신 접종자+예약자 1400만명 넘어… 상반기 1차 접종 목표 달성 청신호,20210604,1.0
8490,동아일보,"“도쿄올림픽 홈피, 독도 영유권 침해”…의원 132명 규탄 결의안",20210604,0.0
8779,동아일보,‘공정소득’ 띄운 유승민 “이재명 기본소득은 사기”,20210604,2.0
9694,동아일보,문이과 통합 첫 수능 모의평가 “어려웠다”,20210604,2.0
9878,동아일보,女중사 유족 “성추행 상관 2명 더 있어”,20210604,0.0
9890,동아일보,"성추행 문책, 공군총장-국방장관까지 영향 관측",20210604,0.0
9925,동아일보,"손경식 “반도체 우위 깨질 우려… 李 사면 시급”, 김부겸 “기업인들과 국민 상생하는 길 찾겠다”",20210604,2.0
9940,동아일보,"이재명측 “윤석열 등판, 빠를수록 좋다” 반색",20210604,2.0
112,동아일보,조국 일가 첫 대법 판결…5촌 조카 징역 4년 확정,20210701,0.0
546,동아일보,李 “경선버스 무조건 정시출발” 尹 “입당보다 정권교체가 우선”,20210701,2.0
960,동아일보,"대법 “4·15총선 인천 연수을, 사전투표 조작 없었다”",20210701,2.0
1007,동아일보,수도권 확진자 급증… ‘5인 금지’ 1주일 연장,20210701,0.0
1139,동아일보,글로벌 엔터테인먼트 산업의 미래 조망,20210701,2.0
1375,동아일보,"尹, X파일에 “내가 의뢰한다고 수사하겠나”",20210701,2.0
1381,동아일보,“反中에 여야 없다”… 中견제에 똘똘 뭉친 美의회,20210701,0.0
1556,동아일보,3·1 문화상 후보자 9월까지 모집,20210701,2.0
1705,동아일보,"김정은, 방역 내세워 대대적 숙청… 軍서열 1위 리병철 해임된듯",20210701,0.0
1844,동아일보,"“한밤 오토바이 소음, 기차 통과 수준이라도 단속 못한다니…”",20210701,0.0
1977,동아일보,골목길에서 만나는 공공디자인,20210701,2.0
1996,동아일보,증산4구역 공공주택 복합사업 11월 본지구 지정될 듯,20210701,2.0
2025,동아일보,동대문상권에 활기를… ‘온라인 패션페어’ 개최,20210701,2.0
2077,동아일보,구로구 항동 푸른수목원에 지상 2층 규모 도서관 건립,20210701,2.0
2103,동아일보,“소 마블링? 스페인선 사육방식이 중요”,20210701,2.0
2247,동아일보,“36년 전통 새얼백일장 도전해 문학도의 꿈 이루세요”,20210701,2.0
2266,동아일보,"코로나로 지친 일상, 수목원-정원에서 힐링해요",20210701,1.0
2464,동아일보,"네이버-카카오-복지부-의료정보원, ‘나의 건강기록’ 앱 활성화 업무협약",20210701,2.0
2512,동아일보,"“정부, 한달 전부터 거리두기 완화 메시지… 방역 해이 초래”",20210701,0.0
2571,동아일보,"조희연 “두 아들 외고 보내고 자사고 폐지 주장, 내로남불 인정”",20210701,0.0
2614,동아일보,"KBS, 수신료 52% 인상 의결… 與도 “국민감정과 동떨어져”",20210701,2.0
2783,동아일보,"천장 뚫린 집값… 반포 아리팍 34평, 40억에 거래",20210701,0.0
3015,동아일보,"거리 두기 풀리는데 확진 794명, 심상찮은 위험신호",20210701,0.0
3122,동아일보,"대한항공 독과점 노선, 과도한 요금인상 규제",20210701,2.0
3156,동아일보,"사회적기업 우수 상품, 11번가 'SOVAC 마켓'서 상시 판매",20210701,2.0
3198,동아일보,"제주, 전기추진 선박-충전 설비 실증사업 추진",20210701,2.0
3243,동아일보,"이천시청, 작년 해체했던 남자정구팀 재창단",20210701,2.0
3285,동아일보,"“女판사 롤모델, 긴즈버그 기리는 상 받아 영광”",20210701,2.0
3290,동아일보,30회 헌혈자에 준 獨만년필… 알고보니 ‘짝퉁’,20210701,0.0
3376,동아일보,"64개 기업-대학-연구기관 참여, 연구포럼 ‘미래양자융합포럼’ 출범",20210701,2.0
3404,동아일보,"출협 “서점 판매 정보, 저자와 공유하겠다”",20210701,2.0
6896,동아일보,"인구 30만명 앞둔 순천시, 생태 경제도시로 발돋움",20210701,2.0
6901,동아일보,천년의 역사 품은 화엄사서 즐기는 ‘영화음악회’,20210701,2.0
6930,동아일보,"“퇴직연금 운용, 안전자산에 쏠려… 디폴트 옵션 도입 나서야”",20210701,2.0
7114,동아일보,與경선 9명 레이스 돌입… “국민대표 200명과 살벌한 압박면접”,20210701,2.0
7251,동아일보,‘업어치기 달인’ vs ‘한판승 제조기’,20210701,2.0
7393,동아일보,"文대통령, 헌법기관장 초청 오찬",20210701,2.0
7584,동아일보,"조국, ‘부녀삽화 잘못 사용’ 조선일보에 10억원 손배소",20210701,0.0
7764,동아일보,"소아 코골이, 폐쇄성 수면무호흡증 의심해봐야",20210701,2.0
8156,동아일보,"‘래미안 원베일리’ 청약에 20,30대 1만7000명 몰려",20210701,2.0
8260,동아일보,"창원시 의창-성산구, 30년 만에 행정구역 조정",20210701,2.0
8308,동아일보,공급은 손놓고 ‘경고·부탁’으로 집값 잡으려는 無대책 정부,20210701,0.0
8504,동아일보,경기신보 등 6곳 경기도 공공기관 경영평가 ‘A’,20210701,1.0
8650,동아일보,아암물류2단지∼연수구 원도심 도로 개설,20210701,2.0
8763,동아일보,‘나는 국대다’ 김연주 등 4명 선발… 高3은 고배,20210701,2.0
